x_tile,y_tile,tile,palette,flip_x,flip_y,priority,piece_ref
0,0,431,3,False,False,0,0D68
1,0,431,3,False,False,0,0D68
2,0,431,3,False,False,0,0D68
3,0,431,3,False,False,0,0D68
4,0,431,3,False,False,0,0D68
5,0,431,3,False,False,0,0D68
6,0,431,3,False,False,0,0D68
7,0,431,3,False,False,0,0D68
8,0,494,3,False,False,0,0960
9,0,495,3,False,False,0,0960
10,0,496,3,False,False,0,0960
11,0,497,3,False,False,0,0960
12,0,498,3,False,False,0,0968
13,0,499,3,False,False,0,0968
14,0,500,3,False,False,0,0968
15,0,501,3,False,False,0,0968
16,0,728,3,False,False,0,0BB0
17,0,729,3,False,False,0,0BB0
18,0,730,3,False,False,0,0BB0
19,0,731,3,False,False,0,0BB0
20,0,431,3,False,False,0,0D68
21,0,431,3,False,False,0,0D68
22,0,431,3,False,False,0,0D68
23,0,431,3,False,False,0,0D68
24,0,431,3,False,False,0,0D68
25,0,431,3,False,False,0,0D68
26,0,431,3,False,False,0,0D68
27,0,431,3,False,False,0,0D68
28,0,431,3,False,False,0,0D68
29,0,431,3,False,False,0,0D68
30,0,431,3,False,False,0,0D68
31,0,431,3,False,False,0,0D68
32,0,687,3,False,False,0,0B38
33,0,688,3,False,False,0,0B38
34,0,689,3,False,False,0,0B38
35,0,690,3,False,False,0,0B38
36,0,431,3,False,False,0,0D68
37,0,431,3,False,False,0,0D68
38,0,431,3,False,False,0,0D68
39,0,431,3,False,False,0,0D68
40,0,431,3,False,False,0,0D68
41,0,431,3,False,False,0,0D68
42,0,431,3,False,False,0,0D68
43,0,431,3,False,False,0,0D68
44,0,431,3,False,False,0,0D68
45,0,431,3,False,False,0,0D68
46,0,431,3,False,False,0,0D68
47,0,431,3,False,False,0,0D68
48,0,431,3,False,False,0,0D68
49,0,431,3,False,False,0,0D68
50,0,431,3,False,False,0,0D68
51,0,431,3,False,False,0,0D68
52,0,431,3,False,False,0,0D68
53,0,431,3,False,False,0,0D68
54,0,431,3,False,False,0,0D68
55,0,431,3,False,False,0,0D68
56,0,431,3,False,False,0,0D68
57,0,431,3,False,False,0,0D68
58,0,431,3,False,False,0,0D68
59,0,431,3,False,False,0,0D68
60,0,431,3,False,False,0,0D68
61,0,431,3,False,False,0,0D68
62,0,431,3,False,False,0,0D68
63,0,431,3,False,False,0,0D68
64,0,431,3,False,False,0,0D68
65,0,431,3,False,False,0,0D68
66,0,431,3,False,False,0,0D68
67,0,431,3,False,False,0,0D68
68,0,431,3,False,False,0,0D68
69,0,431,3,False,False,0,0D68
70,0,431,3,False,False,0,0D68
71,0,431,3,False,False,0,0D68
72,0,494,3,False,False,0,0960
73,0,495,3,False,False,0,0960
74,0,496,3,False,False,0,0960
75,0,497,3,False,False,0,0960
76,0,498,3,False,False,0,0968
77,0,499,3,False,False,0,0968
78,0,500,3,False,False,0,0968
79,0,501,3,False,False,0,0968
80,0,431,3,False,False,0,0D68
81,0,431,3,False,False,0,0D68
82,0,431,3,False,False,0,0D68
83,0,431,3,False,False,0,0D68
84,0,431,3,False,False,0,0D68
85,0,431,3,False,False,0,0D68
86,0,431,3,False,False,0,0D68
87,0,431,3,False,False,0,0D68
88,0,525,2,False,False,0,09A0
89,0,526,2,False,False,0,09A0
90,0,527,2,False,False,0,09A0
91,0,525,2,False,False,0,09A0
92,0,431,3,False,False,0,0D68
93,0,431,3,False,False,0,0D68
94,0,431,3,False,False,0,0D68
95,0,431,3,False,False,0,0D68
96,0,431,3,False,False,0,0D68
97,0,431,3,False,False,0,0D68
98,0,431,3,False,False,0,0D68
99,0,431,3,False,False,0,0D68
100,0,431,3,False,False,0,0D68
101,0,431,3,False,False,0,0D68
102,0,431,3,False,False,0,0D68
103,0,431,3,False,False,0,0D68
104,0,431,3,False,False,0,0D68
105,0,431,3,False,False,0,0D68
106,0,431,3,False,False,0,0D68
107,0,431,3,False,False,0,0D68
108,0,431,3,False,False,0,0D68
109,0,431,3,False,False,0,0D68
110,0,431,3,False,False,0,0D68
111,0,431,3,False,False,0,0D68
112,0,691,3,False,False,0,0B40
113,0,692,3,False,False,0,0B40
114,0,693,3,False,False,0,0B40
115,0,573,3,False,False,0,0B40
116,0,687,3,False,False,0,0B38
117,0,688,3,False,False,0,0B38
118,0,689,3,False,False,0,0B38
119,0,690,3,False,False,0,0B38
120,0,724,3,False,False,0,0BA8
121,0,725,3,False,False,0,0BA8
122,0,726,3,False,False,0,0BA8
123,0,727,3,False,False,0,0BA8
124,0,431,3,False,False,0,0D68
125,0,431,3,False,False,0,0D68
126,0,431,3,False,False,0,0D68
127,0,431,3,False,False,0,0D68
128,0,431,3,False,False,0,0D68
129,0,431,3,False,False,0,0D68
130,0,431,3,False,False,0,0D68
131,0,431,3,False,False,0,0D68
132,0,698,3,False,False,0,0B50
133,0,699,3,False,False,0,0B50
134,0,700,3,False,False,0,0B50
135,0,431,3,False,False,0,0B50
136,0,431,3,False,False,0,0D68
137,0,431,3,False,False,0,0D68
138,0,431,3,False,False,0,0D68
139,0,431,3,False,False,0,0D68
140,0,431,3,False,False,0,0D68
141,0,431,3,False,False,0,0D68
142,0,431,3,False,False,0,0D68
143,0,431,3,False,False,0,0D68
144,0,687,3,False,False,0,0B38
145,0,688,3,False,False,0,0B38
146,0,689,3,False,False,0,0B38
147,0,690,3,False,False,0,0B38
148,0,431,3,False,False,0,0D68
149,0,431,3,False,False,0,0D68
150,0,431,3,False,False,0,0D68
151,0,431,3,False,False,0,0D68
152,0,431,3,False,False,0,0D68
153,0,431,3,False,False,0,0D68
154,0,431,3,False,False,0,0D68
155,0,431,3,False,False,0,0D68
156,0,431,3,False,False,0,0D68
157,0,431,3,False,False,0,0D68
158,0,431,3,False,False,0,0D68
159,0,431,3,False,False,0,0D68
160,0,431,3,False,False,0,0D68
161,0,431,3,False,False,0,0D68
162,0,431,3,False,False,0,0D68
163,0,431,3,False,False,0,0D68
164,0,431,3,False,False,0,0D68
165,0,431,3,False,False,0,0D68
166,0,431,3,False,False,0,0D68
167,0,431,3,False,False,0,0D68
168,0,431,3,False,False,0,0D68
169,0,431,3,False,False,0,0D68
170,0,431,3,False,False,0,0D68
171,0,431,3,False,False,0,0D68
172,0,431,3,False,False,0,0D68
173,0,431,3,False,False,0,0D68
174,0,431,3,False,False,0,0D68
175,0,431,3,False,False,0,0D68
176,0,431,3,False,False,0,0D68
177,0,431,3,False,False,0,0D68
178,0,431,3,False,False,0,0D68
179,0,431,3,False,False,0,0D68
180,0,431,3,False,False,0,0D68
181,0,431,3,False,False,0,0D68
182,0,431,3,False,False,0,0D68
183,0,431,3,False,False,0,0D68
184,0,431,3,False,False,0,0D68
185,0,431,3,False,False,0,0D68
186,0,431,3,False,False,0,0D68
187,0,431,3,False,False,0,0D68
188,0,431,3,False,False,0,0D68
189,0,431,3,False,False,0,0D68
190,0,431,3,False,False,0,0D68
191,0,431,3,False,False,0,0D68
192,0,431,3,False,False,0,0D68
193,0,431,3,False,False,0,0D68
194,0,431,3,False,False,0,0D68
195,0,431,3,False,False,0,0D68
196,0,431,3,False,False,0,0D68
197,0,431,3,False,False,0,0D68
198,0,431,3,False,False,0,0D68
199,0,431,3,False,False,0,0D68
200,0,431,3,False,False,0,0D68
201,0,431,3,False,False,0,0D68
202,0,431,3,False,False,0,0D68
203,0,431,3,False,False,0,0D68
204,0,431,3,False,False,0,0D68
205,0,431,3,False,False,0,0D68
206,0,431,3,False,False,0,0D68
207,0,431,3,False,False,0,0D68
208,0,431,3,False,False,0,0D68
209,0,431,3,False,False,0,0D68
210,0,431,3,False,False,0,0D68
211,0,431,3,False,False,0,0D68
212,0,431,3,False,False,0,0D68
213,0,431,3,False,False,0,0D68
214,0,431,3,False,False,0,0D68
215,0,431,3,False,False,0,0D68
216,0,431,3,False,False,0,0D68
217,0,431,3,False,False,0,0D68
218,0,431,3,False,False,0,0D68
219,0,431,3,False,False,0,0D68
220,0,431,3,False,False,0,0D68
221,0,431,3,False,False,0,0D68
222,0,431,3,False,False,0,0D68
223,0,431,3,False,False,0,0D68
224,0,431,3,False,False,0,0D68
225,0,431,3,False,False,0,0D68
226,0,431,3,False,False,0,0D68
227,0,431,3,False,False,0,0D68
228,0,431,3,False,False,0,0D68
229,0,431,3,False,False,0,0D68
230,0,431,3,False,False,0,0D68
231,0,431,3,False,False,0,0D68
232,0,525,2,False,False,0,09A0
233,0,526,2,False,False,0,09A0
234,0,527,2,False,False,0,09A0
235,0,525,2,False,False,0,09A0
236,0,431,3,False,False,0,0D68
237,0,431,3,False,False,0,0D68
238,0,431,3,False,False,0,0D68
239,0,431,3,False,False,0,0D68
240,0,431,3,False,False,0,0D68
241,0,431,3,False,False,0,0D68
242,0,431,3,False,False,0,0D68
243,0,431,3,False,False,0,0D68
244,0,431,3,False,False,0,0D68
245,0,431,3,False,False,0,0D68
246,0,431,3,False,False,0,0D68
247,0,431,3,False,False,0,0D68
248,0,431,3,False,False,0,0D68
249,0,431,3,False,False,0,0D68
250,0,431,3,False,False,0,0D68
251,0,431,3,False,False,0,0D68
252,0,431,3,False,False,0,0D68
253,0,431,3,False,False,0,0D68
254,0,431,3,False,False,0,0D68
255,0,431,3,False,False,0,0D68
256,0,431,3,False,False,0,0D68
257,0,431,3,False,False,0,0D68
258,0,431,3,False,False,0,0D68
259,0,431,3,False,False,0,0D68
260,0,431,3,False,False,0,0D68
261,0,431,3,False,False,0,0D68
262,0,431,3,False,False,0,0D68
263,0,431,3,False,False,0,0D68
264,0,431,3,False,False,0,0D68
265,0,431,3,False,False,0,0D68
266,0,431,3,False,False,0,0D68
267,0,431,3,False,False,0,0D68
268,0,431,3,False,False,0,0D68
269,0,431,3,False,False,0,0D68
270,0,431,3,False,False,0,0D68
271,0,431,3,False,False,0,0D68
272,0,431,3,False,False,0,0D68
273,0,431,3,False,False,0,0D68
274,0,431,3,False,False,0,0D68
275,0,431,3,False,False,0,0D68
276,0,431,3,False,False,0,0D68
277,0,431,3,False,False,0,0D68
278,0,431,3,False,False,0,0D68
279,0,431,3,False,False,0,0D68
280,0,431,3,False,False,0,0D68
281,0,431,3,False,False,0,0D68
282,0,431,3,False,False,0,0D68
283,0,431,3,False,False,0,0D68
284,0,431,3,False,False,0,0D68
285,0,431,3,False,False,0,0D68
286,0,431,3,False,False,0,0D68
287,0,431,3,False,False,0,0D68
288,0,525,2,False,False,0,09A0
289,0,526,2,False,False,0,09A0
290,0,527,2,False,False,0,09A0
291,0,525,2,False,False,0,09A0
292,0,431,3,False,False,0,0D68
293,0,431,3,False,False,0,0D68
294,0,431,3,False,False,0,0D68
295,0,431,3,False,False,0,0D68
296,0,687,3,False,False,0,0B38
297,0,688,3,False,False,0,0B38
298,0,689,3,False,False,0,0B38
299,0,690,3,False,False,0,0B38
300,0,431,3,False,False,0,0D68
301,0,431,3,False,False,0,0D68
302,0,431,3,False,False,0,0D68
303,0,431,3,False,False,0,0D68
304,0,431,3,False,False,0,0D68
305,0,431,3,False,False,0,0D68
306,0,431,3,False,False,0,0D68
307,0,431,3,False,False,0,0D68
308,0,431,3,False,False,0,0D68
309,0,431,3,False,False,0,0D68
310,0,431,3,False,False,0,0D68
311,0,431,3,False,False,0,0D68
312,0,431,3,False,False,0,0D68
313,0,431,3,False,False,0,0D68
314,0,431,3,False,False,0,0D68
315,0,431,3,False,False,0,0D68
316,0,431,3,False,False,0,0D68
317,0,431,3,False,False,0,0D68
318,0,431,3,False,False,0,0D68
319,0,431,3,False,False,0,0D68
320,0,431,3,False,False,0,0D68
321,0,431,3,False,False,0,0D68
322,0,431,3,False,False,0,0D68
323,0,431,3,False,False,0,0D68
324,0,687,3,False,False,0,0B38
325,0,688,3,False,False,0,0B38
326,0,689,3,False,False,0,0B38
327,0,690,3,False,False,0,0B38
328,0,431,3,False,False,0,0D68
329,0,431,3,False,False,0,0D68
330,0,431,3,False,False,0,0D68
331,0,431,3,False,False,0,0D68
332,0,431,3,False,False,0,0D68
333,0,431,3,False,False,0,0D68
334,0,431,3,False,False,0,0D68
335,0,431,3,False,False,0,0D68
336,0,724,3,False,False,0,0BA8
337,0,725,3,False,False,0,0BA8
338,0,726,3,False,False,0,0BA8
339,0,727,3,False,False,0,0BA8
340,0,431,3,False,False,0,0D68
341,0,431,3,False,False,0,0D68
342,0,431,3,False,False,0,0D68
343,0,431,3,False,False,0,0D68
344,0,698,3,False,False,0,0B50
345,0,699,3,False,False,0,0B50
346,0,700,3,False,False,0,0B50
347,0,431,3,False,False,0,0B50
348,0,597,3,False,False,0,0A78
349,0,598,3,False,False,0,0A78
350,0,599,3,False,False,0,0A78
351,0,600,3,False,False,0,0A78
352,0,691,3,False,False,0,0B40
353,0,692,3,False,False,0,0B40
354,0,693,3,False,False,0,0B40
355,0,573,3,False,False,0,0B40
356,0,431,3,False,False,0,0D68
357,0,431,3,False,False,0,0D68
358,0,431,3,False,False,0,0D68
359,0,431,3,False,False,0,0D68
360,0,431,3,False,False,0,0D68
361,0,431,3,False,False,0,0D68
362,0,431,3,False,False,0,0D68
363,0,431,3,False,False,0,0D68
364,0,431,3,False,False,0,0D68
365,0,431,3,False,False,0,0D68
366,0,431,3,False,False,0,0D68
367,0,431,3,False,False,0,0D68
368,0,431,3,False,False,0,0D68
369,0,431,3,False,False,0,0D68
370,0,431,3,False,False,0,0D68
371,0,431,3,False,False,0,0D68
372,0,431,3,False,False,0,0D68
373,0,431,3,False,False,0,0D68
374,0,431,3,False,False,0,0D68
375,0,431,3,False,False,0,0D68
376,0,431,3,False,False,0,0D68
377,0,431,3,False,False,0,0D68
378,0,431,3,False,False,0,0D68
379,0,431,3,False,False,0,0D68
380,0,431,3,False,False,0,0D68
381,0,431,3,False,False,0,0D68
382,0,431,3,False,False,0,0D68
383,0,431,3,False,False,0,0D68
0,1,431,3,False,False,0,0D68
1,1,431,3,False,False,0,0D68
2,1,431,3,False,False,0,0D68
3,1,431,3,False,False,0,0D68
4,1,431,3,False,False,0,0D68
5,1,431,3,False,False,0,0D68
6,1,431,3,False,False,0,0D68
7,1,431,3,False,False,0,0D68
8,1,502,3,False,False,0,0970
9,1,503,3,False,False,0,0970
10,1,504,3,False,False,0,0970
11,1,505,3,False,False,0,0970
12,1,506,3,False,False,0,0978
13,1,507,3,False,False,0,0978
14,1,508,3,False,False,0,0978
15,1,509,3,False,False,0,0978
16,1,431,3,False,False,0,0BC0
17,1,687,3,False,False,0,0BC0
18,1,431,3,False,False,0,0BC0
19,1,431,3,False,False,0,0BC0
20,1,431,3,False,False,0,0D68
21,1,431,3,False,False,0,0D68
22,1,431,3,False,False,0,0D68
23,1,431,3,False,False,0,0D68
24,1,431,3,False,False,0,0D68
25,1,431,3,False,False,0,0D68
26,1,431,3,False,False,0,0D68
27,1,431,3,False,False,0,0D68
28,1,431,3,False,False,0,0D68
29,1,431,3,False,False,0,0D68
30,1,431,3,False,False,0,0D68
31,1,431,3,False,False,0,0D68
32,1,431,3,False,False,0,0D68
33,1,431,3,False,False,0,0D68
34,1,431,3,False,False,0,0D68
35,1,431,3,False,False,0,0D68
36,1,431,3,False,False,0,0D68
37,1,431,3,False,False,0,0D68
38,1,431,3,False,False,0,0D68
39,1,431,3,False,False,0,0D68
40,1,431,3,False,False,0,0D68
41,1,431,3,False,False,0,0D68
42,1,431,3,False,False,0,0D68
43,1,431,3,False,False,0,0D68
44,1,431,3,False,False,0,0D68
45,1,431,3,False,False,0,0D68
46,1,431,3,False,False,0,0D68
47,1,431,3,False,False,0,0D68
48,1,431,3,False,False,0,0D68
49,1,431,3,False,False,0,0D68
50,1,431,3,False,False,0,0D68
51,1,431,3,False,False,0,0D68
52,1,431,3,False,False,0,0D68
53,1,431,3,False,False,0,0D68
54,1,431,3,False,False,0,0D68
55,1,431,3,False,False,0,0D68
56,1,431,3,False,False,0,0D68
57,1,431,3,False,False,0,0D68
58,1,431,3,False,False,0,0D68
59,1,431,3,False,False,0,0D68
60,1,431,3,False,False,0,0D68
61,1,431,3,False,False,0,0D68
62,1,431,3,False,False,0,0D68
63,1,431,3,False,False,0,0D68
64,1,431,3,False,False,0,0D68
65,1,431,3,False,False,0,0D68
66,1,431,3,False,False,0,0D68
67,1,431,3,False,False,0,0D68
68,1,431,3,False,False,0,0D68
69,1,431,3,False,False,0,0D68
70,1,431,3,False,False,0,0D68
71,1,431,3,False,False,0,0D68
72,1,502,3,False,False,0,0970
73,1,503,3,False,False,0,0970
74,1,504,3,False,False,0,0970
75,1,505,3,False,False,0,0970
76,1,506,3,False,False,0,0978
77,1,507,3,False,False,0,0978
78,1,508,3,False,False,0,0978
79,1,509,3,False,False,0,0978
80,1,724,3,False,False,0,0BA8
81,1,725,3,False,False,0,0BA8
82,1,726,3,False,False,0,0BA8
